name,hq,data_filings,median_wage,naics,relevant_title,score
Clymer Store Inc.,"Perkasie, PA",1,68000,445131,Management Analyst,22.5
CM Capital Ventures LLC,"North Miami, FL",1,66560,54199,Digital Community Analyst,22.5
"CM Red, LLC","Raleigh, NC",1,65000,238110,Business Process Analyst,22.5
"CMC Materials, Inc.","Aurora, IL",1,126500,334413,Principal It Business Analyst,30.8
"CMES, INC","Norcross, GA",1,130000,23799,Civil Engineering Project Analyst,31.6
cmorq inc.,"New York, NY",1,75000,518210,"Qa, Research And Financial Operations",22.5
CMR Solutions LLC,"Midlothian, VA",1,148699,541511,Ai Finops Engineer,35.8
CMT US Holdings LLC,"Chicago, IL",1,110000,52399,Quantitative Development Analyst,27.0
CNG Enterprises LLC,"Rockville, MD",1,52500,423490,Market Analyst,22.5
Co-Star Astrology Society,"New York, NY",1,174800,541519,Data Scientist – Personalization,41.8
Coalition for a Better Chinese American Community,"Chicago, IL",1,46800,81331,Research Analyst,22.5
"Coast Consulting, Inc.","Springfield, IL",1,,5416,Business Analyst,22.5
"COBX Co., a Michigan Corporation d/b/a Emergient","Lansing, MI",1,109658,524114,"Manager, Encounter Data Process Engineering",27.0
CodeGreen Solutions LLC,"New York, NY",1,89000,5413,Energy Analyst,22.5
Codehub Tech Inc,"Farmers Branch, TX",1,92040,541511,Data Engineer,23.0
"Coder Logics, Inc","Frisco, TX",1,107890,541511,Software Systems Analyst,26.6
CodeRyze Inc.,"Houston, TX",1,85000,541511,Quality Assurance Analyst,22.5
"Codeworks, LLC","Brookfield, WI",1,,541511,Database Administrator—Specialist,22.5
CODINIX INC.,"Iselin, NJ",1,,541511,Data Tech Lead,22.5
"Codio, Inc.","Cambridge, MA",1,83491,5182,Data Products (Machine Learning) Research Scientist,22.5
"Coditas Solutions, Inc.","Lewes, DE",1,79394,541511,Business Analyst,22.5
COFCO International Grains US LLC,"Oakbrook Terrace, IL",1,85000,424510,Research Analyst,22.5
COFFEE CAFE 2 LLC,"Tucker, GA",1,69202,722513,Business Intelligence Analyst,22.5
"Cogitate Technology Solutions, Inc.","Atlanta, GA",1,80000,54199,Junior Data Scientist,22.5
Cognax Tech LLC,"Frisco, TX",1,100714,541511,Informatics Specialist,24.9
COGNIT AI INC,"Elizabeth, NC",1,92040,541511,Clinical Data Manager,23.0
COGNITE LLC,"Austin, TX",1,210000,541511,Senior Ml Engineer,47.5
"Cognitive Capital, LLC","Chicago, IL",1,160000,523150,Data Science Developer,38.4
Cognitive GeoInterpretation Inc,"Tallahassee, FL",1,66581,5417,Data Scientist,22.5
Cognitive Research Corporation,"St. Petersburg, FL",1,137000,541715,Lead Statistician/Biostatistician,33.2
COGNITUM SOLUTIONS LLC,"Austin, TX",1,77293,541511,Business Intelligence Analyst,22.5
Cognoinfotech LLC,"Carbondale, PA",1,58000,541512,Associate Business System Analyst,22.5
"Cognosante, LLC","Falls Church, VA",1,130121,541511,Database Analyst Iv,31.6
"Cognosos, Inc.","Atlanta, GA",1,115000,517112,"Senior Lead, Data Analytics",28.2
"CognoStrategy, LLC","Gaithersburg, MD",1,110000,541511,Senior Analyst,27.0
"Cohen Veterans Network, Inc.","Stamford, CT",1,135106,813219,Data Scientist,32.8
"Coherent Solutions, Incorporated","Minneapolis, MN",1,300000,541511,Senior Director Of Ai Engineering,47.5
"Cohesion Phenomics, LLC","Spindale, NC",1,41371,621511,"Market And Finance Analyst, Level 1",22.5
Coldwater International LLC,"Fort Lauderdale, FL",1,85000,4581,E-Commerce Analyst,22.5
Collaboration Betters the World Inc.,"New York, NY",1,120644,541511,Senior Business Analyst,29.5
Collabralink Technologies,"Mclean, VA",1,142755,541512,Database Developer,34.5
College Avenue Student Loans LLC,"Wilmington, DE",1,142512,522291,Data Analyst,34.4
Collegium Pharmaceutical Inc.,"Stoughton, MA",1,178828,32541,"Senior Manager, Commercial Insights & Analytics",42.7
Colonial Surety Company,"Woodcliff Lake, NJ",1,100000,524210,Data Analyst,24.8
COLOR JEWELS INC.,"New York, NY",1,,423940,Business Analyst,22.5
"Colortech, Inc","Morristown, TN",1,40000,325130,Marketing Analyst,22.5
"Colson Group Holdings, LLC","Oakbrook Terrace, IL",1,75350,33251,Operations Research/Business Process Analyst,22.5
"Columbia Data Analytics, LLC","New York, NY",1,67101,541715,Biostatistical Data Analyst,22.5
Columbia Uplift Inc.,"Lisle, IL",1,,611710,Market Research Analyst,22.5
COLUMBUS REGIONAL HOSPITAL,"Columbus, IN",1,80000,622110,Business Intelligence Analyst “ Associate,22.5
"Combine International, Inc.","Troy, MI",1,64846,423940,Data Analyst For Lab Grown Diamonds,22.5
COMET Technologies USA Inc.,"Shelton, CT",1,100000,33599,Procurement Data Analyst,24.8
COMFLUENCE LLC,"New York, NY",1,225000,541840,"Senior Director, Data Operations",47.5
"Comgen America, Inc","Auburn, AL",1,,541511,Data Analyst,22.5
commercetools Inc.,"Durham, NC",1,140000,513210,Database Infrastructure Engineer,33.9
"Commercial Steel Products, LLC","Dallas, TX",1,165000,423510,Supply Chain Analyst,39.5
Commiitt LLC,"Edison, NJ",1,80850,541511,Business (Data) Analyst,22.5
"Common Sense Machines, Inc.","Cambridge, MA",1,130000,541511,Research Scientist,31.6
"Common Services Corporation, United Church of Christ","Cleveland, OH",1,66000,813110,Research Analyst,22.5
CommonLit Inc.,"Washington, DC",1,104250,611710,Senior Research Analyst,25.7
Commonwealth Land Trust Inc,"Boston, MA",1,74922,925110,Data Science And Analytics Manager [00068079],22.5
Commonwealth Motor Inc,"Bala Cynwyd, PA",1,,44111,Management Analyst,22.5
Commonwealth of Virginia Secy of Administration,"Richmond, VA",1,130000,92119,Senior Power Bi Developer,31.6
Commonwealth of Virginia State Board of Education,"Richmond, VA",1,110000,923110,Database Programmer/Analyst,27.0
Communities Foundation of Texas,"Dallas, TX",1,117000,81331,"Director, Data Management & Analytics",28.6
Community Associations Institute,"Falls Church, VA",1,140000,813920,Data Architect,33.9
"Community Care of North Carolina, Inc.","Garner, NC",1,118502,624190,Etl Data Development Lead,29.0
"Community Care of West Virginia, Inc.","Rock Cave, WV",1,100000,6211,Healthcare Business Intelligence Analyst,24.8
Community Choice Credit Union,"Farmington Hills, MI",1,83158,52211,Data Scientist,22.5
Community College of Beaver County,"Monaca, PA",1,78500,611210,Institutional Research Analyst,22.5
"Community Connections of New York, Inc.","Buffalo, NY",1,66877,541611,Data Analyst,22.5
Community Family Advocates Inc.,"Pittsburgh, PA",1,100787,624190,Senior Business Systems Analyst,25.0
"Community Financial System, Inc.","Dewitt, NY",1,89008,551112,Data Engineer,22.5
Community Health Center of Buffalo Inc.,"Buffalo, NY",1,61808,6214,Data Analyst,22.5
"Community Health Network of Connecticut, Inc.","Wallingford, CT",1,136843,923120,Is Sr. Programmer Analyst/Biztalk Specialist,33.1
"Community Resources for Justice, Inc.","Boston, MA",1,78603,813410,Data & Policy Specialist,22.5
Community Rx Pharmacy,"Warren, MI",1,60000,456110,Information Technology Analyst (It Analyst),22.5
"CommunityCare HMO, Inc.","Tulsa, OK",1,57200,621491,Health Data Analyst,22.5
CommunityCare Managed Healthcare Plans of Oklahoma,"Tulsa, OK",1,58212,524114,Health Data Analyst Ii,22.5
"Compass Health, Inc.","Clinton, MO",1,120000,621112,Data Reporting And Solutions Engineer,29.3
Compass IOT Inc.,"Dover, DE",1,126667,541614,Head Of Research And Development,30.8
Compass Minerals America Inc.,"Overland Park, KS",1,138400,48849,Analytical Scientist,33.5
COMPASSUS PROVIDENCE HOLDINGS LLC,"Brentwood, TN",1,142939,621610,Senior Clinical Data Engineer,34.5
"CompQsoft, Inc.","Houston, TX",1,125590,541512,Sr. Management Analyst,30.6
"Comprehensive Clinical Analytics, Inc.","Plymouth, MI",1,75138,541690,Data Analyst,22.5
COMPREHENSIVE HEALTHCARE SYSTEMS INC,"Edison, NJ",1,,621399,Research Analyst,22.5
Compressor Controls LLC,"Charlotte, NC",1,150000,541330,Data Science Engineer,36.1
Compuascent Technologies Inc,"Fulton, MD",1,82056,541511,Oracle Cloud Erp Data Conversion Developer,22.5
"Compulse Enterprises, Inc.","Hunt Valley, MD",1,186000,515120,"Director, Data Engineering",44.3
COMPUTE TECH INC.,"Middlesex, NJ",1,78780,541511,Security Analyst,22.5
COMPUTER ARITHMETIC LLC,"Quincy, MA",1,,5416,It Project Manager/Analyst,22.5
COMPUTER EDGE INC,"Farmers Branch, TX",1,97574,541511,Programmer Analyst,24.2
"Computer Enterprises, Inc.","Pittsburgh, PA",1,85000,541511,Quality Assurance Analyst,22.5
"Computer Packages, Inc.","Rockville, MD",1,77841,541511,Data Analyst,22.5
Computershare Inc.,"Canton, MA",1,92831,523999,Analytic Consultant 2,23.1
"CONA SERVICES, LLC","Atlanta, GA",1,89877,541512,Senior Data Scientist,22.5
Concent Software Solutions LLC,"Alpharetta, GA",1,,541511,Senior Manager - Lead Data & Integrations Architect,22.5
Concentrix CVG Corporation,"Cincinnati, OH",1,128502,561422,Data Architect,31.3
"Concentrix SREV Delaware, Inc.","Wilmington, DE",1,78042,56149,Sr. Business Intelligence Developer,22.5
Concert HealthAI Mangement Co LLC,"Cambridge, MA",1,,541511,Senior Clinical Data Scientist,22.5
Concho Energy LLC,"Freedom, OK",1,62608,2111,Data Scientist,22.5
Concord Advice LLC,"Madison, NJ",1,,541618,Financial Operations Analyst,22.5
"Concurrency, Inc.","Brookfield, WI",1,127754,541519,Senior Data Engineer,31.1
Conductor LLC,"New York, NY",1,109091,541810,Data Engineering Analyst,26.8
"Conduent Commercial Solutions, LLC","Richardson, TX",1,134380,541512,Senior Bi Developer,32.6
"Conduent EDI Solutions, Inc.","Richardson, TX",1,105846,541512,Senior Technology Business Analyst,26.1
"Conexess Group, LLC","Plymouth, MI",1,113194,511210,Software Qa Analyst,27.8
"Conexio AI, inc","Richardson, TX",1,65000,5415,Business Operations Analyst,22.5
"Conexio Consulting, LLC","Richardson, TX",1,84000,541511,Mobility Program Analyst,22.5
Conexus Food Solutions LLC,"Chicago, IL",1,65000,425120,Erp Database Administrator,22.5
Confiance Tech Solutions Inc.,"Braintree, MA",1,98000,541519,Senior Data Engineer (Ai & Ml),24.3
Confido Health Inc.,"Jersey City, NJ",1,154000,6213,Forward Deployed Ai Engineer,37.0
"Conmeta, Inc.","Moonachie, NJ",1,,42399,International Business Analyst,22.5
Connect Consulting Services Inc,"New York, NY",1,62000,541213,Market Research Analyst,22.5
"Connect Hearing, Inc.","Aurora, IL",1,89690,446199,Data Analyst,22.5
Connect-One Health LLC,"Philadelphia, PA",1,60653,524210,Operations Analyst,22.5
CONNECTIX CORPORATION,"Irving, TX",1,105997,541511,Data Analyst,26.1
ConnectWise LLC,"Tampa, FL",1,132309,518210,Principal Database Engineer I,32.1
Conning & Company,"Hartford, CT",1,99395,52394,"Analyst, Quantitative Derivatives Strategist",24.6
"Conrep, Inc.","Middletown, DE",1,100000,541511,Computer Systems Analyst,24.8
Conservation International,"Arlington, VA",1,67018,813312,Data Engineer,22.5
Consilii LLC,"Wingdale, NY",1,56784,456120,Market Research Analyst,22.5
Consilium Assets Limited,"Cresskill, NJ",1,165000,52394,Senior Operations Research Associate,39.5
CONSOL Energy Inc.,"Canonsburg, PA",1,95000,212112,Data Engineer,23.6
"CONSOL Mining Company, LLC","Canonsburg, PA",1,122004,423520,Oracle Erp Analyst,29.8
"Consortium Health Plans, Inc.","Columbia, MD",1,148700,5419,"Director, Data Engineering & Analytics",35.8
"Constellation NewEnergy, Inc.","Kennett Square, PA",1,126589,2211,Principal Solutions Analyst - Cbs,30.8
Construction Consulting Group,"Dallas, TX",1,68000,236220,Data Analyst,22.5
"Consultant Solutions, Inc.","Lexington, KY",1,,541330,Computer Technology & Data Management Specialist,22.5
"CONSUMER CREDIT COUNSELING SERVICE OF ROCHESTER, INC.","Rochester, NY",1,72910,54199,Data & Business Analyst,22.5
ConsumerBase LLC,"Bellevue, NE",1,65042,541512,Sr. Analyst - Data Strategy & Insights,22.5
"Context Analytics, Inc.","Chicago, IL",1,160000,541511,Quantitative Analyst,38.4
CONTINENTAL GAMES INC,"Norcross, GA",1,90000,339999,Business Intelligence Analyst,22.5
"Continental General Management, LLC.","Austin, TX",1,118518,5242,Senior Data Analyst Ii,29.0
"Continental Resources, Inc.","Oklahoma City, OK",1,129600,211120,"Principal, It Data Engineering",31.5
"ContiTech USA, LLC, formerly ContiTech USA, Inc","Fairlawn, OH",1,131670,3262,Senior Sap Analyst - Kbgfjg242539-3,32.0
"Control-Tec, LLC","Troy, MI",1,110970,541330,Data Scientist,27.3
"Converge Info Systems, LLC","Plano, TX",1,91562,541511,Computer Systems Analyst,22.9
Convergence Acceleration Solutions LLC,"Roswell, GA",1,85717,541618,Business Analyst L4,22.5
Convergenz LLC,"Vienna, VA",1,,561320,Aws/Python Data Engineer,22.5
Converging Resources Corporation,"Roswell, GA",1,112736,541511,Data Engineer,27.7
Conversation Design Institute Services Inc,"Austin, TX",1,180000,541611,Conversational Ai Practice Lead,43.0
Cook County,"Chicago, IL",1,90677,921110,Business Analyst,22.7
Cook Incorporated,"Bloomington, IN",1,160000,33911,Data Architect,38.4
Cook Medical Technologies LLC,"Bloomington, IN",1,120000,541715,Senior Research Scientist,29.3
Cook Research Inc.,"West Lafayette, IN",1,92000,541715,Statistician,23.0
"Coop Ale Works, LLC","Oklahoma City, OK",1,72010,312120,Business Intelligence Analyst,22.5
Copula Global Consulting Inc,"Aubrey, TX",1,100000,541512,Business Intelligence Analyst,24.8
"Copy P, Inc.","Upper Darby, PA",1,,423430,Market Research Analyst,22.5
Cor Tech Group U.S. LLC,"Sunrise, FL",1,276000,424490,Operations Research Analyst,47.5
Coram LLC,"Woonsocket, RI",1,86500,524114,"Sr Analyst, Business Analytics",22.5
CORBY PHARMA INC,"New York, NY",1,,456110,Database  Administrator,22.5
"CORDIALSA USA, INC","The Woodlands, TX",1,55000,424410,Brand Analyst,22.5
Core Laboratories LP,"Houston, TX",1,81245,213112,Data Scientist I,22.5
"Core Natural Resources, Inc.","Canonsburg, PA",1,122004,423520,Oracle Erp Analyst,29.8
"Core Rehab Services, Inc.","Troy, MI",1,65000,6213,System Data Integration Engineer,22.5
Core Rehab Staffing Inc,"Long Island City, NY",1,,5613,Healthcare Strategy Analyst,22.5
Core Solutions Inc.,"King Of Prussia, PA",1,96378,5182,Senior Systems Analyst,23.9
COREBRIDGE INSTITUTIONAL INVESTMENTS HOLDINGS CORP.,"Jersey City, NJ",1,117500,5241,"Senior Associate Ii, It Data Analysis & Visualization",28.8
CoreBytes LLC,"Princeton, NJ",1,96616,541511,Database Administrator,24.0
"Corgan Associates, Inc.","Dallas, TX",1,84100,541310,Business Systems Analyst,22.5
Cornerstone Home Care Services,"Hicksville, NY",1,82763,623110,Data Scientist,22.5
Cornerstone Wireless LLC,"Duluth, GA",1,75000,484121,Global Management Analyst- Logistics,22.5
"Corporate Technologies, Inc.","Burlington, MA",1,150000,541519,Senior Business Intelligence Analyst,36.1
"Corva AI, LLC","Houston, TX",1,126381,541519,"Data Science Lead, Predictive Drilling",30.8
"Corvee Practice Development, LLC","West Palm Beach, FL",1,155605,541990,Ai Engineer,37.4
Corven IT Solutions LLC,"Alpharetta, GA",1,,541511,Businees Intelligence Analyst,22.5
"Cosette Pharmaceuticals, Inc.","South Plainfield, NJ",1,138000,32541,Erp Techno Functional Analyst,33.4
"Cosgrove Partnership, Inc.","Indianapolis, IN",1,90000,541611,Senior Data Analyst,22.5
Cosm Technologies LLC,"Dallas, TX",1,85000,511210,Associate Data Engineer,22.5
COSMOFETCH LLC,"Coppell, TX",1,80787,541511,Application Analyst,22.5
Cosmos Auto LLC,"Chicago, IL",1,61693,441120,Market Research Analyst,22.5
COSMOS GRANITE EAST LLC,"Raleigh, NC",1,100000,423320,Database Administrator,24.8
CostQuest Associates,"Cincinnati, OH",1,77500,541512,"Analyst, Development Systems",22.5
"COTA, Inc.","New York, NY",1,132600,54171,Interface Engineer (Data Acquisition And Intake),32.2
"Coterie Baby, Inc.","New York, NY",1,105000,322291,Data Analyst,25.9
Coth Technologies Inc,"Frederick, MD",1,78374,518210,Systems Analyst,22.5
"Cotton Valley Home, Inc.","Somerset, NJ",1,70000,31499,Operations Research Analyst,22.5
"CountrolTouch Systems, LLC","Louisville, KY",1,105000,54133,Data Analyst,25.9
County of Albany (Albany County),"Albany, NY",1,82400,921110,Data Engineer,22.5
County of Lancaster,"Lincoln, NE",1,75000,921120,Statistical/Modeling Analyst,22.5
"Covalent Management, Inc.","Aldie, VA",1,92760,42421,Business Analyst,23.1
"Covanex, Inc.","Corning, NY",1,112500,54151,Sap Functional Analyst,27.6
"Covanta Projects, LLC","Morristown, NJ",1,80000,5629,"Analyst, Data Scientist",22.5
Covenant Medical Center,"Lubbock, TX",1,71822,6221,Senior Clinical Data Analyst,22.5
"Cover Genius US Employee Services, LLC","New York, NY",1,147000,52429,Data Scientist Iii,35.5
"Cover Whale Insurance Solutions, Inc. dba Cover Whale","New York, NY",1,108306,524292,Data Analyst,26.7
"CoverTree, Inc.","Detroit, MI",1,87500,524210,Data Scientist,22.5
Cowen Inc.,"New York, NY",1,110000,523110,"Analyst, Data Scientist",27.0
"Coyote Logistics, LLC.","Chicago, IL",1,95275,541614,Marketing Data & Insights Analyst,23.7
Cozen Technology Solutions Inc,"Murfreesboro, TN",1,76981,541330,Data Scientist,22.5
COZY N BATH MIDUCHA PHONIS INC.,"Madison Heights, MI",1,66000,423720,Management Analyst,22.5
"CPI Security Systems, Inc.","Charlotte, NC",1,139500,56121,Senior Analytics Engineer,33.8
CPMC LLC,"Vienna, VA",1,130000,541611,Data Scientist,31.6
CPNET LLC,"Harrisburg, PA",1,110000,5419,Lead Data Scientist,27.0
"CPP Enterprises, LLC","Indianapolis, IN",1,91800,238320,Salesforce Business Analyst,22.9
CPS Products Inc,"Hialeah, FL",1,78000,33999,Logistics Analyst,22.5
"CPS Solutions, LLC","Minnetonka, MN",1,98789,541611,Data Analyst,24.5
CQV Associates Inc,"Marlborough, MA",1,79914,541611,Clinical And Regulatory Data Analyst,22.5
Crane ChemPharma & Energy Corp.,"The Woodlands, TX",1,108768,54133,Global Business Analyst,26.8
Crane Credit Union,"Odon, IN",1,75000,522130,Senior Programmer/Systems Analyst,22.5
Crane Nuclear PFT Corp.,"Kennesaw, GA",1,130000,54133,Market Analyst,31.6
"Craneware, Inc.","Deerfield Beach, FL",1,82150,541511,Test Analyst,22.5
CRAVE INFOTECH LLC,"Piscataway, NJ",1,104125,541511,Computer Systems Analyst,25.7
"Crawford & Company, Inc.","Peachtree Corners, GA",1,81500,524292,Senior Business Systems Analyst,22.5
"CRC Management Co., LLC","Rego Park, NY",1,84000,55111,Junior Data Analyst,22.5
"CRC-Evans International Pipeline, Inc.","Houston, TX",1,104624,237120,Senior Business Systems Analyst,25.8
Creacion Ventures Management US LLC,"Cambridge, MA",1,,523910,Data Analyst Consultant,22.5
Creative Global Consulting LLC,"Laurel, MD",1,89400,54151,Business Analyst,22.5
"Creative Office Design, Inc.","New York, NY",1,110000,423210,Market Research Analyst,27.0
"Creative Software Solutions, LLC.","South Plainfield, NJ",1,83000,541511,Data Analyst,22.5
Credence Consulting Services Inc,"Durham, NC",1,90750,541511,Sr Database Administrator,22.7
CREDICORP CAPITAL LLC,"Miami, FL",1,69600,523210,Senior Data Analyst,22.5
