name,hq,data_filings,median_wage,naics,relevant_title,score
"Myers Industries, Inc.","Akron, OH",1,92768,326220,Sr. Hr Data Analyst & Systems Architect,23.1
MyMichigan Health,"Midland, MI",1,70200,62199,Business Development Analyst,22.5
Myra EB Systems LLC,"Boxborough, MA",1,74922,541511,Data Scientist,22.5
Myra Info Technologies LLC,"Newberry, FL",1,118165,541519,Sr. Data Engineer,28.9
Myrtle Beach Seafood II LLC,"North Myrtle Beach, SC",1,,722511,Market Research Analyst,22.5
Myst Used Car LLC,"Troy, MI",1,61000,441120,Database Administrator,22.5
"Mystacks, Inc.","Wilmington, DE",1,148700,511210,Senior Data Engineer,35.8
Mytheresa US Services Inc.,"New York, NY",1,80931,458110,Business Strategy Analyst-North America,22.5
Mythri Minds LLC,"Dallas, TX",1,92000,541511,Sap Data Migration Specialist,23.0
"MZBIO, Inc.","Cambridge, MA",1,,541714,Operations Research Analyst,22.5
N&F Global Corp,"Melville, NY",1,76000,455219,Business Development And Operations Analyst.,22.5
"N&H Hotels, LLC","Williamsburg, VA",1,60902,721110,Business Analyst,22.5
N-Algo Solutions LLC,"Sterling, VA",1,102274,541511,Business Intelligence Analyst,25.3
N-ERGY AI SOLUTIONS,"Cambridge, MA",1,129605,541715,Ceo - Research Scientist,31.5
"N2 Services, Inc.","Jacksonville, FL",1,86216,541511,Systems Analyst,22.5
"NABLA BIO, INC.","Cambridge, MA",1,137400,541714,Machine Learning Engineer,33.3
Nagaratna Reddy MD,"Donaldsonville, LA",1,61277,621111,Database Administrators,22.5
Naheed Health PLLC,"Frisco, TX",1,67995,621210,Clinical Analyst,22.5
"NailWay Beauty Technology, Inc.","Peachtree Corners, GA",1,50000,456120,Consumer Insights & Market Research Analyst,22.5
Nakamoto & Turing Labs Inc,"New York, NY",1,,541614,Management Analyst,22.5
Nalara Quality System LLC,"Livonia, MI",1,63294,541614,Management Analyst,22.5
"Nando's Restaurant Group, Inc.","Washington, DC",1,78374,722511,It Systems Analyst,22.5
Nanite Inc.,"Boston, MA",1,123600,541715,Machine Learning Scientist,30.1
Nano Analytics LLC,"Paoli, PA",1,80080,541511,Data Engineer,22.5
"Nanobiosym Diagnostics, Inc.","Cambridge, MA",1,76378,541713,Data Systems Analyst,22.5
NanoPV Solar Inc,"Americus, GA",1,72000,334413,Computer And Information Research Scientist,22.5
"NaphCare, Inc.","Vestavia Hills, AL",1,95400,621999,Bi Data Reporting Analyst,23.7
Nasdaq PHLX LLC,"New York, NY",1,105000,52232,Product Analyst Specialist,25.9
NASFAR SYSTEMS SOLUTIONS INC,"Bolinbrook, IL",1,59405,54151,Database Administrator,22.5
NasterQuest Inc,"Irving, TX",1,,54151,Cto & Ai Research Scientist,22.5
Naten LLC,"Plano, TX",1,91562,541511,System Analyst,22.9
"National Air Cargo Group, Inc.","Orlando, FL",1,47736,488510,Crew Scheduling Analyst,22.5
"National Association of Children's Hospitals and Related Institutions, Inc.","Lenexa, KS",1,109000,8139,Biostatistician,26.8
NATIONAL BASKETBALL PLAYERS ASSOCIATION,"New York, NY",1,70000,711211,International Research And Development Analyst,22.5
National Board of Medical Examiners,"Philadelphia, PA",1,102440,611710,It Data Engineer Ii,25.3
National Cable Communications LLC,"New York, NY",1,199500,541810,Principal Data Engineer,47.4
"National Collegiate Scouting Association, LLC","Bradenton, FL",1,168912,711410,Lead Data Scientist,40.4
National Distributors LLC,"Richmond Hill, NY",1,,425120,Management Analyst,22.5
National Education Association of the United States,"Washington, DC",1,153571,813930,Sr. Program & Policy Analyst,36.9
National Export USA LLC,"Fort Lauderdale, FL",1,52000,442210,Business Analyst,22.5
National Food Trading Corp,"Montvale, NJ",1,82482,7223,Supply Chain Analyst,22.5
National Football League Enterprises LLC,"New York, NY",1,207000,7112,Director – Fan Engagement Data Science,47.5
National Football League Players Association,"Washington, DC",1,110508,813930,Database Administrator,27.2
National Foundation for the Centers for Disease Control and Prevention,"Atlanta, GA",1,93794,813212,Statistician,23.4
National General Insurance Corp,"Winston-Salem, NC",1,135000,524210,Bi Developer,32.7
"National Healthcare Solutions, Inc.","Dallas, TX",1,89190,524292,Sr. Data Analyst,22.5
National Information Solutions Cooperative,"Mandan, ND",1,75007,541512,Etl Associate,22.5
National Investment Center for Seniors Housing & Care,"Annapolis, MD",1,80000,518210,Data Analyst,22.5
National Minority Quality Forum Inc.,"Washington, DC",1,173763,541715,Data Engineer,41.5
NATIONAL RUBBER CORPORATION,"Canonsburg, PA",1,52728,325212,Market Research Analyst,22.5
National Safety Apparel LLC,"Cleveland, OH",1,65016,315990,Inventory Analyst,22.5
Nationwide Life and Annuity Insurance Company,"Columbus, OH",1,110000,524113,"Specialist, Analytic Scientist",27.0
Nationwide Property & Appraisal Services LLC,"Voorhees, NJ",1,46051,531320,Business Analyst,22.5
"Native Pet, Inc.","St. Louis, MO",1,97335,459910,Data Engineer,24.2
"NativState, LLC","Conway, AR",1,55000,5629,Geographic Information Systems Analyst,22.5
"Natural Fiber Welding, Inc.","Peoria, IL",1,75000,314999,Quality Data Analyst,22.5
NATURAL GLOBAL INC,"Boston, MA",1,,4249,Business Intelligence Analyst,22.5
NATURAL POLYMER INTERNATIONAL CORPORATION,"Plano, TX",1,80850,311111,Data Scientist,22.5
Natural Power Consultants LLC,"Saratoga Springs, NY",1,86000,541690,Renewable Energy Analyst,22.5
Natural Stone LLC,"Pompano Beach, FL",1,58000,423810,Operations Management Analyst,22.5
Natural Vitamins Laboratory Corp.,"Opa Locka, FL",1,87500,32541,Data Scientist,22.5
NATURE MAJOR INC,"Mineola, NY",1,,423450,Business Intelligence Analyst,22.5
Nature's Fynd LLC,"Chicago, IL",1,145000,3119,"Manager, Data Science",35.0
NatWest Markets Securities Inc.,"Stamford, CT",1,81350,523110,Production Management Analyst,22.5
"NAUTILUS HYOSUNG AMERICA, INC.","Irving, TX",1,65000,334118,Quality Data Analyst,22.5
Navada Imports LLC,"Marlborough, MA",1,330000,424690,Marker Research Analyst,47.5
NAVADISHA LLC,"Bridgewater, NJ",1,95493,541511,It Data Analyst,23.7
Navasal Inc,"Carrollton, TX",1,101192,541511,Data Scientist,25.0
NAVATIO PHARMA USA LLC.,"Graniteville, SC",1,68806,5419,Data Scientist,22.5
"Navient Solutions, LLC","Herndon, VA",1,112466,522291,Senior Systems Analyst,27.6
"Navigate Marketing, LLC","Chicago, IL",1,61963,541618,"Senior Analyst, Consulting",22.5
Navinta III Inc.,"Boca Raton, FL",1,84000,32541,Product Analyst,22.5
"Navistar, Inc.","Lisle, IL",1,113244,33612,Business Intelligence Consultant,27.8
"NaviStone, Inc.","Cincinnati, OH",1,75619,541511,Senior Marketing Campaign Analyst,22.5
Navivan Corporation,"Kenner, LA",1,38646,488510,Market Research Analyst,22.5
NavoInfo Inc.,"Addison, TX",1,94500,541511,Computer Systems Analyst,23.5
Navsan LLC,"Helotes, TX",1,92040,541511,Business Analyst,23.0
Nayax LLC,"Hunt Valley, MD",1,105000,423430,Technical Support Analyst,25.9
"NBA Properties, Inc.","New Jersey, NJ",1,250000,711211,Machine Learning Engineer - Automated Officiating,47.5
NBS Consult Inc,"Piscataway, NJ",1,77900,541511,Software Qa Analyst,22.5
NC Electric Membership Corporation,"Raleigh, NC",1,98972,2211,Data Analyst,24.5
Nclipse Solutions LLC,"Herndon, VA",1,83242,541511,Business Analyst,22.5
NCompas Business Solutions Inc,"Highland Heights, OH",1,82784,541511,Operation Research Analyst,22.5
"nDimensions Technologies, Inc.","Livonia, MI",1,89710,541511,Computer Systems Analyst,22.5
NDUS System Information Technology Services,"Bismarck, ND",1,79000,611310,Senior Programmer Analyst,22.5
"Ndustrial.io, Inc.","Raleigh, NC",1,79955,5415,Sr. Business Analyst,22.5
ndVOR Solutions LLC,"Lawrenceville, NJ",1,110000,541511,E-Commerce Business Analyst,27.0
"Neal F. Vallins, DDS PC.","New York, NY",1,79789,621210,Market Research Analyst,22.5
"Neapco Holdings, LLC","Farmington Hills, MI",1,90000,33639,Business Systems Data And Development Advisor,22.5
"Nebo Agency, LLC","Atlanta, GA",1,105000,541613,Performance Marketing Analyst,25.9
NeboSys INC,"Frisco, TX",1,85467,541511,Data Engineer,22.5
Nebraska Organ Recovery System,"Omaha, NE",1,72259,621991,Business Intelligence Specialist,22.5
Nebraskaland Inc.,"Bronx, NY",1,82763,424490,Data Analyst,22.5
NEBULA TECHNOLOGIES LLC,"Alpharetta, GA",1,,541511,Business Intelligence Engineer,22.5
NebuLogic Technologies (Holdings) Inc.,"Plano, TX",1,71510,541511,Data Product Manager,22.5
"NEDIA ENTERPRISES, INC.","Ashburn, VA",1,64480,423390,Supply Chain Analyst,22.5
Nedl Labs Inc.,"Mckinney, TX",1,75000,54133,Ai Systems Engineer,22.5
Neev Data Corp.,"Chesterbrook, PA",1,84781,541511,Data Archiving Consultant Level 1,22.5
Negotiatus Corp,"New York, NY",1,215000,424110,Data Scientist,47.5
"Nehmedia, Inc.","Austin, TX",1,89000,541613,Business Data Analyst,22.5
NeighborHealth Corporation (f.k.a. East Boston Neighborhood Health Center),"Revere, MA",1,129147,621498,Senior Business Intelligence Developer,31.4
Neighborhood Sun Benefit Corp.,"North Bethesda, MD",1,79401,221114,Operations Research Analyst,22.5
"Nelo, Inc.","New York, NY",1,230000,522291,Vice President Of Data Science,47.5
"Nenicel, Inc.","Durham, NC",1,105000,5415,Data Engineer,25.9
Neoarchi Inc.,"Rolling Meadows, IL",1,75000,541512,Sap Logistics Analyst,22.5
NeoDJC LLC,"Charlotte, NC",1,62587,54121,Data Scientist,22.5
NEOFINITE LLC,"Troy, MI",1,95000,541519,Sql Database Analyst,23.6
Neogen Corporation,"Lansing, MI",1,88910,325412,Sales Data Engineer,22.5
"NeoGenomics Laboratories, Inc.","Fort Myers, FL",1,162772,621511,"Manager, Data Services",39.0
Neoitek Systems Inc.,"Totowa, NJ",1,86600,541511,Data/Cloud Engineer,22.5
"Neon Tech Systems, Inc.","Marlborough, MA",1,96845,541511,Quality Assurance Analyst,24.1
NEOSIS IT SOLUTIONS LLC,"Hanover Park, IL",1,93974,541511,Data Scientist,23.4
Nepa Wholesale Inc.,"West Palm Beach, FL",1,83429,42494,Data Analyst,22.5
Nephron Pharmaceuticals Corporation,"West Columbia, SC",1,97000,325412,Senior Data Analyst,24.1
Neptune Flood Incorporated,"Saint Petersburg, FL",1,125000,524210,Data Scientist,30.5
NEPTUNE IMPORTS,"Houston, TX",1,60500,424410,Business Analyst,22.5
"Net at Work, LLC","New York, NY",1,83000,54151,Search Engine Optimization Analyst,22.5
"netamorphosis, LLC","New York, NY",1,93566,541613,"Statistician, Consumer Analytics",23.3
"NetBox Labs, Inc.","New York, NY",1,207000,541511,Ai Founding Engineer,47.5
NetForecast Inc.,"Charlottesville, VA",1,,513210,Senior Data Analyst,22.5
NetGain Technologies LLC,"Lexington, KY",1,61000,541512,Cybersecurity Analyst,22.5
"Netra Technologies, Inc.","Naperville, IL",1,88442,541511,Programmer Analyst,22.5
NETSTYLE CORP.,"Manassas, VA",1,82700,32311,Data Scientist,22.5
Network Coverage LLC,"Danvers, MA",1,145000,541512,"Senior Industrial Engineer, Data Science",35.0
"NETWORK OBJECTS, INC.","Plano, TX",1,106558,541511,Sap Abap Analyst,26.3
Network Services Company,"Schaumburg, IL",1,136531,54161,Manager - Reporting & Data Analytics,33.1
Network Specialty Group Inc.,"Gaithersburg, MD",1,78374,541511,Computer Systems Analyst,22.5
"Neucore Technologies, LLC","Dallas, TX",1,75000,541511,Data Analyst,22.5
Neuera Geoservices LLC,"Houston, TX",1,55000,541360,Data Scientist,22.5
Neura Geoservices LLC,"Houston, TX",1,55000,541360,Data Scientist,22.5
Neuralix Inc,"Houston, TX",1,110000,541511,Data Scientist,27.0
NEUROLOGIC AI LLC,"Newark, DE",1,70000,541511,Software Qualaity Assurance Analyst,22.5
NEUTEK CONSULTING LLC.,"Frisco, TX",1,92040,541511,Machine Learning Engineer,23.0
NeuTigers Inc,"Princeton, NJ",1,86050,541715,Data Scientist,22.5
Neutrolis Inc.,"Cambridge, MA",1,79950,541714,Data Scientist,22.5
"NEW AEROFARMS, INC.","Ringgold, VA",1,140000,111219,Senior Erp Business Analyst,33.9
New Braunfels Utilities,"New Braunfels, TX",1,85000,551112,Energy Analyst,22.5
New Cibo Vita LLC,"Totowa, NJ",1,100000,424490,Forecast Analyst,24.8
"New Day Financial, LLC","Fulton, MD",1,80000,522310,It Business Analyst,22.5
NEW DOVER TECH LLC,"Edison, NJ",1,100714,541512,Business Analyst,24.9
New Edge Technology Pvt. Ltd.,"St. Petersburg, FL",1,122117,541511,Data Architect,29.8
New Energy Education Center Inc.,"Syosset, NY",1,72936,611710,Market Research Analyst,22.5
New England IT Associates Inc,"Burlington, MA",1,122699,541511,Business Systems Analyst,29.9
"New England Mutual Trading, Inc.","Waltham, MA",1,49858,4244,Market Research Analyst,22.5
"New England Schools and Scholars Association, Inc.","Cambridge, MA",1,,611710,Marketing Data Analyst,22.5
New Era Life Insurance Company,"Houston, TX",1,100400,524113,Senior Applications Analyst,24.9
New Erie Scientific LLC,"Portsmouth, NH",1,150098,54171,Senior Systems Analyst,36.2
NEW GEN NETWORK INC,"Flushing, NY",1,60174,81341,Market Research Analyst,22.5
New Gen Sports Group LLC,"Boca Raton, FL",1,49629,459110,Management Analyst,22.5
"New Gen Telecom, LLC.","Houston, TX",1,60000,51712,Business Analyst,22.5
New Golden Age Realty Inc.,"New York, NY",1,,531390,Management Analyst For Real Estate Development & Management,22.5
NEW GROWN DIAMOND INC.,"New York, NY",1,,423940,Data Analyst,22.5
New Haven Pharmacy Inc.,"New Haven, CT",1,58885,446110,Pharmacy Data Analyst,22.5
"New Jersey Manufacturing Extension Program, Inc.","Cedar Knolls, NJ",1,67018,541611,Data And Supply Chain Specialist,22.5
NEW JERSEY REHAB EXPERTS LLC,"Jersey City, NJ",1,,621340,Healthcare Business Operations Analyst,22.5
New London County Mutual Insurance Company,"Norwich, CT",1,79500,524126,Reporting Analyst,22.5
New Massey Hill Pharmacy LLC,"Fayetteville, NC",1,63960,456110,Systems Analyst,22.5
NEW ORIENTAL FOOD TRADING INC.,"Bayonne, NJ",1,,4244,Business Intelligence Analyst,22.5
"NEW PATH MEDIA GROUP, INC.","High Point, NC",1,88650,541810,Senior Analytics Project Developer,22.5
New Vision Institute of Technology Inc,"Frisco, TX",1,67995,541512,Business Analyst,22.5
New York Air Brake LLC,"Watertown, NY",1,71070,336510,Supply Chain Analyst,22.5
New York Auto Depot Inc.,"Highland Park, NJ",1,,4231,Business Analyst,22.5
"New York City Criminal Justice Agency, Inc.","New York, NY",1,86561,81341,Lead Data/Business Analyst,22.5
New York City Department of Correction,"East Elmhurst, NY",1,126000,922140,Senior Operations Research Analyst,30.7
New York City Department of Education,"Brooklyn, NY",1,70087,611110,"Data Specialist, Osyd",22.5
New York City Moves Real Estate LLC,"New York, NY",1,60174,531210,Real Estate Market Research Analyst,22.5
"New York General Consulting, Inc.","New York, NY",1,,92311,Marketing Analyst,22.5
New York Medical College,"Valhalla, NY",1,60250,611310,Data Analyst,22.5
NEW YORK MEDICAL SUPPORT CAREER TRAINING CENTER INC,"Flushing, NY",1,73590,61143,Business Analyst,22.5
"New York Mutual Trading, Inc.","Secaucus, NJ",1,,4244,Management Analyst,22.5
New York Wealth Planning Group Inc.,"Flushing, NY",1,150000,541611,Management Analyst,36.1
Newagez Technologies LLC,"Harrisonville, MO",1,120000,541511,Data Engineer,29.3
"Neway Flow Control, Inc.","Stafford, TX",1,64834,4238,Supply Chain Analyst,22.5
Newcortex LLC,"Brooklyn, NY",1,105000,51321,Machine Learning Engineer,25.9
Newdream Data Systems LLC,"Carrollton, TX",1,96000,541511,Business Analyst,23.9
NEWGEN IT SOLUTIONS LLC,"Famington Hills, MI",1,76000,541511,Business Analyst,22.5
"NewGlobe Education, Inc.","Cambridge, MA",1,90000,611710,"Senior Data Analyst, Measurement & Evaluation",22.5
"News Corporate Services, Inc.","New York, NY",1,270000,519110,"Director, Ai",47.5
Newsmax Broadcasting LLC,"Boca Raton, FL",1,75733,516210,Management Analyst,22.5
NewVance Inc.,"Skillman, NJ",1,86400,325199,Operations Research Analyst,22.5
NewVision Software LLC.,"Peachtree Corners, GA",1,135533,541512,Gen Ai Architect,32.8
"NEXT LEVEL BUSINESS SERVICES, INC.","Alpharetta, GA",1,150000,541511,Manager-Data Engineering & Bi,36.1
Next Step Acquisitions Inc,"Shelton, CT",1,62000,541613,Market Analyst,22.5
"NEXT TECHNOLOGY SOLUTIONS, LLC","Frisco, TX",1,,541990,Clinical Data Manager,22.5
NextDecade LNG LLC,"Houston, TX",1,170000,32419,"Lead, Data Analytics",40.7
Nexteer Automotive Corporation,"Saginaw, MI",1,108665,3363,Senior Quality Control Analyst,26.7
"Nextenture, Inc.","East Walpole, MA",1,105000,541511,Senior Business Intelligence Analyst,25.9
"NextGen Global Resources, LLC","Chicago, IL",1,105000,541618,Quality Assurance Analyst Ii,25.9
"Nextgen Innovation Labs,LLC","Frisco, TX",1,95000,423430,Manager-Data Engineering,23.6
"NextQuarter, Inc.","Reston, VA",1,83000,541512,Data Science Engineer,22.5
NEXTT AFFILIATED INC,"Dallas, TX",1,105000,3141,Senior Product And Business Analyst,25.9
Nexus Veterinary Bone & Joint Center LLC,"Stafford, TX",1,42099,54194,Market Research Analyst And Marketing Specialist,22.5
NEXUSPOINT CONSULTING LLC,"Brooklyn, NY",1,,541611,Management Analyst,22.5
Nexxverse LLC,"Dallas, TX",1,,541511,Business Analyst,22.5
NFE MANAGEMENT LLC,"New York, NY",1,91270,221210,Analyst,22.8
NFN KING OF PRUSSIA LLC,"King Of Prussia, PA",1,70000,524210,Research Analyst,22.5
NFORCE ONE LLC,"Plano, TX",1,80000,541511,Ai Quality Assurance Associate,22.5
NGDATA US INC,"New York, NY",1,100000,518210,Big Data Engineer,24.8
"NHL ENTERPRISES, L.P.","New York, NY",1,149400,711211,Sr. Data Engineer,36.0
"NHS US, LLC.","Hoboken, NJ",1,166358,311991,"Sr. Mgr, Commercial Data Management",39.9
Ni2 Health Inc.,"Austin, TX",1,76500,541511,Healthcare Data Specialist,22.5
"NICE Systems, Inc.","Hoboken, NJ",1,110500,511210,Sr. Data Analyst,27.2
"Nichefire, Inc.","Covington, KY",1,120000,518210,Data Scientist,29.3
Nick H. Johnson PC,"Houston, TX",1,81245,541110,Data Analyst,22.5
Nicklaus Children's Health System,"Miami, FL",1,129812,622110,Peoplesoft Analyst Ii,31.5
"Nift Networks, Inc.","Boston, MA",1,180000,541613,Data Analytics Manager,43.0
Nightsea Inc.,"Bridgewater, NJ",1,70000,42399,Business And Social Media Data Analyst,22.5
"Niha Technologies, Inc","Herndon, VA",1,87526,541519,Technical Database Consultant,22.5
NIKOTECH SYSTEM LLC,"Syosset, NY",1,90100,541511,Network Security Engineer/Analyst,22.5
Nile dynamics llc,"New York, NY",1,84000,541614,Logistics/Supply Chain/International Trade Analyst Manager,22.5
NIM-os LLC,"Boston, MA",1,108181,5239,Data Engineer,26.6
Nine Boards LLC,"Warrenville, IL",1,110000,541511,Bi Aanlyst,27.0
NineDot Holdings Inc.,"Brooklyn, NY",1,111966,237130,Analytics Engineer,27.5
"NinjaOne, LLC","Oldsmar, FL",1,120000,511210,Senior Marketing Data Analyst,29.3
"Nishu Hotel, LLC","Waynesboro, VA",1,,721110,Business Analyst,22.5
NiSource Corporate Services Company,"Merrillville, IN",1,113500,561110,Lead Testing Analyst,27.8
Nitor Partners LLC,"Westlake, OH",1,140000,541611,Management Analyst - Implementation,33.9
"Nitro Logistics, Inc.","San Antonio, TX",1,65000,4842,Systems Analyst/Business Technology Analyst,22.5
"NITTO, INC.","Teaneck, NJ",1,85000,3399,Business Analyst / Project Manager,22.5
NITYOSOFT INCORPORATED,"Charlotte, NC",1,101192,541511,Programmer (App Dev – Etl Salesforce),25.0
NIWO PARTNERS INC,"Carteret, NJ",1,,4931,Business Operations Research Analyst,22.5
NKB Corporate Venture INC,"Houston, TX",1,60486,449210,Business Operations Analyst,22.5
NOAH WIRELESS,"Houston, TX",1,65000,517122,Database Administrator,22.5
"Nobilis Group, Inc.","Irving, TX",1,90000,811121,Data Engineer,22.5
Noble Capital Management Group Inc.,"New York, NY",1,84000,5239,Director Of Business Intelligence,22.5
Noble IT Consulting LLC,"Iowa City, IA",1,112000,541512,Data Analyst,27.5
Noble Services Company LLC,"Sugar Land, TX",1,114608,213111,Performance Data Specialist,28.1
Noetica Inc.,"New York, NY",1,150000,541511,Senior Machine Learning Engineer,36.1
"Noke, Inc.","Temple, GA",1,105464,513210,Database Tech Lead,26.0
Nomad Data Inc.,"New York, NY",1,105000,513210,Research Analyst,25.9
"NOMIS ENTERPRISES, INC","Skokie, IL",1,68850,56172,Business Analyst,22.5
"Nomura Research Institute IT Solutions America, Inc.","Frisco, TX",1,100000,541512,"Systems/Data Analyst, Business Development",24.8
"Nonprofit Partners, Inc.","Johnstown, PA",1,64000,813211,Sustainable Manufacturing Research Analyst,22.5
Noodle Partners PBC,"New York, NY",1,93190,611710,"Manager, Web Analytics",23.2
NOOR PUNJANI & SONS INC,"Atlanta, GA",1,64438,42394,Business Analyst,22.5
Noor Wholesale of Farmville Inc.,"Richmond, VA",1,100000,424940,Business Analyst,24.8
"Nordic Group, LLC","Boca Raton, FL",1,43514,33711,Management Analyst,22.5
"NORSTAN COMMUNICATIONS, INC","Lawrence, PA",1,74550,517810,Management Analyst,22.5
Norstar International LLC,"Montgomery, OH",1,56638,33261,Financial And Data Analyst Associate,22.5
"Nortek Air Solutions, LLC","Okarche, OK",1,62608,333415,Data Engineer,22.5
"North American Cargo, Inc","Elk Grove Village, IL",1,,541614,Analyst,22.5
North American Properties LLC,"Cincinnati, OH",1,57595,531390,"Junior Analyst, Business Intelligence",22.5
North American University,"Stafford, TX",1,,611310,Database Coordinator And Gls Assistant Registrar,22.5
NORTH ATLANTIC DISTRIBUTION INC,"North Kingston, RI",1,125000,423110,Lead Consultant Systems Analyst,30.5
"NORTH CAROLINA GOOD TASTE NOODLE, INC.","Kernersville, NC",1,,541618,Management Analyst,22.5
North Central Michigan College,"Petoskey, MI",1,65000,611210,Institutional Research Data Analyst,22.5
North Central Texas Trauma Regional Advisory Council,"Arlington, TX",1,63066,921190,Business Analyst,22.5
North Chicago Community Unit School District 187,"North Chicago, IL",1,94260,611110,Data Strategist,23.5
North Country Healthcare,"Whitefield, NH",1,61651,622110,Data Analyst,22.5
North Gravity LLC,"Darien, IL",1,67000,541511,Database Administrator,22.5
"NORTH IT GO, INC","Farmers Branch, TX",1,84000,541519,Data Engineer,22.5
North Shore Hotel Management LLC,"Glen Cove, NY",1,82763,721110,Business Analyst,22.5
"North, Inc.","Saint Louis, MO",1,,5416,Market Analyst,22.5
"NorthBay Solutions, LLC","Andover, MA",1,112986,541512,Big Data Engineer,27.7
Northbrook School District 27,"Northbrook, IL",1,,611110,Data Management And Aquisitions Specialist,22.5
Northeast Behavioral Health Corporation d/b/a Beth Israel Lahey Health Behavioral Services,"Danvers, MA",1,71282,621399,Data Analyst Behavioral Health,22.5
"Northeast Foundation For Children, Inc.","Turners Falls, MA",1,73424,611710,Crm Data Administrtor,22.5
"Northeast Georgia Health Systems, Inc.","Gainesville, GA",1,151818,62111,Etl Architect,36.5
NorthEast Provider Solutions,"Hawthorne, NY",1,113000,62111,Analytics Engineer,27.7
"Northeast Treatment Centers, Inc.","Philadelphia, PA",1,70242,624190,System And Data Analyst,22.5
Northern Michigan University,"Marquette, MI",1,64464,611310,Educational Analytics Specialist,22.5
"Northstar Energy Management, LLC DBA NovaSource Power Services","Austin, TX",1,133366,221114,System Analyst,32.4
Northwest Grains International LLC,"Minneapolis, MN",1,,4842,Business Intelligence Analyst,22.5
Northwind Management LLC,"New York, NY",1,65000,541613,Analyst,22.5
Northwood University,"Midland, MI",1,55000,541513,International Marketing Business Analyst,22.5
"Norwalk Community Health Center, Inc.","Norwalk, CT",1,86965,621498,Business Intelligence Analyst,22.5
Norway Health Center  LLC,"Saint Paul, MN",1,,621420,Market Research Analyst,22.5
"Nostrum Energy, LLC","Ann Arbor, MI",1,94000,54171,Enterprise Data Engineer And Operations Team Leader,23.4
"Nousot, Inc.","Austin, TX",1,215000,541511,"Director, Data Architecture",47.5
"Nova Enterprises, Inc.","Chicago, IL",1,,611692,Market Research Analyst,22.5
Novaland LLC,"Marlborough, MA",1,,722515,Data Scientist,22.5
Novasoft USA Inc,"New Brunswick, NJ",1,75000,541519,Management Analyst,22.5
Novcecks Rx LLC,"North Bergen, NJ",1,104000,45611,Management Analyst,25.7
"Novelis Alr Rolled Products, Inc.","Atlanta, GA",1,96500,331313,Operations Excellence Analyst,24.0
Noveltek Systems Inc,"Piscataway, NJ",1,66955,541511,Data Engineer,22.5
Noviland Technologies Inc.,"Duluth, GA",1,58000,425120,Operations Research Analyst,22.5
Novos Solutions LLC,"Zionsville, IN",1,70000,541519,Business Analyst,22.5
"NRG Entergy, Inc.","Houston, TX",1,155000,926130,Senior Data Warehouse Analyst,37.3
NRG Kiosk LLC,"Chicago, IL",1,85000,54151,Junior Data Scientist,22.5
NRI GEMS INC.,"New York, NY",1,,423940,Business Analyst,22.5
"NRMLC, LLC","Lakewood, NJ",1,75733,561611,Business Analyst,22.5
"NSK Americas, Inc.","Ann Arbor, MI",1,74790,33599,It Analyst Ii,22.5
"NStarX, Inc.","Manchester, MO",1,96500,541511,Data Scientist,24.0
NT BUILDER LLC,"Norwood, MA",1,,23611,Market Research Analyst,22.5
"NTT Ltd Group Services America, Inc.","Richmond, VA",1,171000,541512,Principal Business Analyst Gmnc,40.9
"Nu North America, Inc.","Durham, NC",1,375000,541511,Machine Learning Engineer Principal,47.5
"Nuco Health, LLC","Farmington Hills, MI",1,62000,541618,Market Research Analyst,22.5
"Nucor Tubular Products, Inc.","Chicago, IL",1,74371,33331,Marketing Analyst,22.5
Nucural Inc,"Dallas, TX",1,,541511,"Software Engineer, Data Science And Healthcare",22.5
"Nuevosoft, LLC.","Helotes, TX",1,97100,5416,Data Engineer,24.1
NUMANTRA TECHNOLOGIES LLC,"Shaker Heights, OH",1,120000,54151,Senior Cloud Specialist And Data Engineer,29.3
NUMERO SOLUTIONS INC.,"Mckinney, TX",1,96034,541511,Data Engineer,23.9
"Numerof & Associates, Inc.","St. Louis, MO",1,107000,541611,Strategy Consulting Analyst – Life Science Practice,26.4
NUMINFORMATICS INC,"Centreville, VA",1,58500,541511,Ai / Ml Developer,22.5
Nuna Network LLC,"New York, NY",1,90000,541511,Data Analyst,22.5
"NUSO, LLC","University City, MO",1,77118,51781,Operations Research Analyst,22.5
"Nutrifresh Holdings, LLC","Edison, NJ",1,85000,488510,Pricing Analyst,22.5
"NUVENTO, INC.","Cranbury, NJ",1,110000,541511,Data Engineer,27.0
"Nuvera, LLC","Cedar Knolls, NJ",1,108306,541611,Data Consultant,26.7
"NuVizz Consultancy Services, Inc.","Sandy Springs, GA",1,89710,541511,It Consultant (Systems Analyst),22.5
Nuvomed Inc,"Downers Grove, IL",1,68515,423450,Inventory Management Analyst,22.5
NV ALEXANDRIA LLC,"Falls Church, VA",1,79200,236118,Management Analyst,22.5
NX1 Capital LP,"White Plains, NY",1,200000,523940,Data Scientist,47.5
NX3 Corporation,"Jersey City, NJ",1,156000,541512,Lead It Business Analyst,37.5
"NxStage Medical Inc., a Fresenius Medical Care N.A. compan","Lexington, MA",1,84662,334510,Logistics Analyst Iii,22.5
NY FACULTY OF POLIECON INC.,"New York, NY",1,,541611,Market Research Analyst,22.5
NY New York Trading Inc.,"New York, NY",1,,424210,Data Analyst,22.5
NY Partners in Health MSO LLC,"New York, NY",1,,621111,Market Research Analyst,22.5
